Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness (CheckM1)	Contamination (CheckM1)	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	Completeness (CheckM2)	Contamination (CheckM2)	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Circular contigs	Circular bp	Circular fraction	mid_B011_final.fastq Relative Abundance (%)	mid_B011_final.fastq Covered Fraction	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
rosella_bin_66	o__Clostridiales (UID1212)	172	263	149	6.84	0.0	0.0	225220	0	18	18	13026	13026	12512	12512	28601	28601	37.6	1.19	86.26	11	296	227	36	0	0	0	0	12.79	0.04	Neural Network (Specific Model)	11	0.863	13026	219.61486486486487	225220	0.38	296	18	28601		0	0	0.0	0.63361114	1.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes amylophilus	GCF_025567365.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes amylophilus	97.37	0.716	GCF_025567365.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes amylophilus	97.37	0.716	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019423795.1, s__Anaerostipes sp019423795, 95.0, 93.98, 0.52; GCA_902362875.1, s__Anaerostipes sp900066705, 95.0, 93.15, 0.6; GCF_030296915.1, s__Anaerostipes hadrus, 95.0, 92.15, 0.605; GCA_905215045.1, s__Anaerostipes sp905215045, 95.0, 91.97, 0.462	11.36	11.0		Genome domain questionable ( 12.5% Bacterial, 7.5% Archaeal)
rosella_bin_69_sub	k__Bacteria (UID203)	5449	104	58	8.62	0.0	0.0	204369	0	33	33	6505	6505	6193	6193	10560	10560	43.2	11.2	81.4	11	325	97	7	0	0	0	0	5.99	0.0	Neural Network (Specific Model)	11	0.814	6505	172.77846153846153	204369	0.43	325	33	10560		0	0	0.0	0.2794536	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (5.0%)
rosella_bin_73_sub	root (UID1)	5656	56	24	4.17	0.0	0.0	209434	0	20	20	14894	14894	10471	10471	23213	23213	28.1	1.5	78.14	11	301	55	1	0	0	0	0	8.44	0.58	Neural Network (Specific Model)	11	0.781	14894	182.43189368770763	209434	0.28	301	20	23213		1	3859	0.018425852535882425	0.41294968	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (3.9%)
rosella_bin_76_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	125911	0	22	22	6486	6486	5723	5723	11074	11074	37.3	10.24	80.28	11	206	56	0	0	0	0	0	4.21	0.0	Neural Network (Specific Model)	11	0.803	6486	165.1990291262136	125911	0.37	206	22	11074		0	0	0.0	0.31893855	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (1.6%)
rosella_bin_87_sub	k__Bacteria (UID203)	5449	103	57	0.64	0.0	0.0	86091	0	17	17	5379	5379	5064	5064	13632	13632	34.3	9.93	82.69	4	141	99	4	0	0	0	0	4.34	0.0	Neural Network (Specific Model)	11	0.827	5379	170.00709219858155	86091	0.34	141	17	13632		0	0	0.0	0.3045483	1.0	Unclassified																		No bacterial or archaeal marker
rosella_bin_90_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	115832	0	18	18	6513	6513	6435	6435	15724	15724	36.6	8.97	82.99	11	196	56	0	0	0	0	0	5.76	0.0	Neural Network (Specific Model)	11	0.83	6513	165.4030612244898	115832	0.37	196	18	15724		0	0	0.0	0.34861454	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (0.3%)
rosella_bin_91_sub	o__Clostridiales (UID1226)	155	278	158	2.58	0.0	0.0	152046	0	18	18	10551	10551	8447	8447	29728	29728	45.1	7.87	81.12	11	215	258	20	0	0	0	0	7.4	0.01	Neural Network (Specific Model)	11	0.811	10551	192.7906976744186	152046	0.45	215	18	29728		0	0	0.0	0.41830915	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (6.0%)
rosella_bin_94_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	101227	0	22	22	6282	6282	4601	4601	8418	8418	34.5	6.86	82.86	11	155	56	0	0	0	0	0	4.77	0.01	Neural Network (Specific Model)	11	0.828	6282	181.8322580645161	101227	0.34	155	22	8418		0	0	0.0	0.3450781	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (1.3%)
rosella_bin_95_sub	k__Bacteria (UID203)	5449	103	57	3.51	0.0	0.0	198534	0	17	17	13650	13650	11678	11678	23824	23824	37.2	1.03	86.98	11	255	101	2	0	0	0	0	6.2	0.44	Neural Network (Specific Model)	11	0.87	13650	227.4	198534	0.37	255	17	23824		0	0	0.0	0.529479	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (1.2%)
rosella_bin_96_sub	k__Bacteria (UID203)	5449	103	57	28.07	0.0	0.0	612573	0	52	52	14757	14757	11780	11780	52593	52593	37.0	3.25	87.14	11	763	85	18	0	0	0	0	26.49	0.87	Neural Network (Specific Model)	11	0.871	14757	234.60157273918745	612573	0.37	763	52	52593		0	0	0.0	0.60022026	1.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes amylophilus	GCF_025567365.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes amylophilus	98.52	0.921	GCF_025567365.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes amylophilus	98.52	0.921	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902362875.1, s__Anaerostipes sp900066705, 95.0, 91.24, 0.705; GCF_030296915.1, s__Anaerostipes hadrus, 95.0, 90.86, 0.626; GCA_019423795.1, s__Anaerostipes sp019423795, 95.0, 90.83, 0.536; GCA_905215045.1, s__Anaerostipes sp905215045, 95.0, 87.6, 0.435	20.3	11.0		
rosella_bin_small_unbinned_sub	k__Bacteria (UID203)	5449	102	56	1.79	0.0	0.0	82705	0	83	83	1165	1165	996	996	1499	1499	44.9	8.65	72.06	11	142	100	2	0	0	0	0	3.51	0.01	Neural Network (Specific Model)	11	0.72	1165	141.0845070422535	82705	0.45	142	83	1499		6	5474	0.06618705035971223	1.0325902	0.9767003	Unclassified Bacteria																		Insufficient number of amino acids in MSA (0.8%)
rosella_refined_0_12_sub	k__Bacteria (UID203)	5449	103	57	2.23	0.0	0.0	91367	0	22	22	4138	4138	4153	4153	10920	10920	37.3	5.86	86.23	11	125	99	4	0	0	0	0	4.55	0.0	Neural Network (Specific Model)	11	0.862	4138	211.216	91367	0.37	125	22	10920		0	0	0.0	0.34589604	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (1.5%)
rosella_refined_0_14_sub	k__Bacteria (UID203)	5449	103	57	3.51	0.0	0.0	76815	0	12	12	5959	5959	6401	6401	16030	16030	38.3	6.09	80.59	11	108	99	4	0	0	0	0	3.92	0.0	Neural Network (Specific Model)	11	0.806	5959	192.32407407407408	76815	0.38	108	12	16030		0	0	0.0	0.40872908	0.99997395	Unclassified Bacteria																		Insufficient number of amino acids in MSA (2.4%)
rosella_refined_0_21_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	111913	0	11	11	16708	16708	10173	10173	24829	24829	44.8	6.45	83.44	11	137	56	0	0	0	0	0	4.17	0.05	Neural Network (Specific Model)	11	0.834	16708	228.90510948905109	111913	0.45	137	11	24829		0	0	0.0	0.5922149	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (1.3%)
rosella_refined_0_25_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	136823	0	29	29	5217	5217	4718	4718	16494	16494	39.5	13.45	80.97	11	252	56	0	0	0	0	0	4.55	0.01	Neural Network (Specific Model)	11	0.81	5217	148.92460317460316	136823	0.39	252	29	16494		0	0	0.0	0.23220402	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (1.5%)
rosella_refined_0_26_sub	root (UID1)	5656	56	24	4.17	0.0	0.0	111140	0	28	28	3874	3874	3969	3969	6204	6204	40.8	3.92	77.11	11	172	55	1	0	0	0	0	4.26	0.01	Neural Network (Specific Model)	11	0.771	3874	167.72674418604652	111140	0.41	172	28	6204		0	0	0.0	0.23474722	0.999955	Unclassified Archaea																		Insufficient number of amino acids in MSA (2.2%)
rosella_refined_0_27_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	77184	0	11	11	7876	7876	7016	7016	13769	13769	52.9	2.11	74.76	11	120	56	0	0	0	0	0	3.26	0.0	Neural Network (Specific Model)	11	0.747	7876	161.225	77184	0.53	120	11	13769		0	0	0.0	0.23362754	1.0	Unclassified																		No bacterial or archaeal marker
rosella_refined_0_29_sub	k__Bacteria (UID203)	5449	103	58	6.11	0.0	0.0	302725	0	44	44	7477	7477	6880	6880	18399	18399	40.4	3.45	79.92	11	508	93	10	0	0	0	0	12.18	0.27	Neural Network (Specific Model)	11	0.799	7477	160.76181102362204	302725	0.4	508	44	18399		3	15995	0.05283673300850607	0.26103628	0.9982162	Unclassified Bacteria																		Insufficient number of amino acids in MSA (3.8%)
rosella_refined_0_32_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	133089	0	14	14	11842	11842	9506	9506	18304	18304	37.8	4.49	77.69	11	192	56	0	0	0	0	0	4.1	0.0	Neural Network (Specific Model)	11	0.777	11842	180.46354166666663	133089	0.38	192	14	18304		0	0	0.0	0.34693208	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (4.4%)
rosella_refined_0_35_sub	k__Bacteria (UID203)	5449	104	58	1.88	0.0	0.0	137649	0	11	11	16406	16406	12513	12513	28744	28744	57.4	1.91	82.31	11	205	101	3	0	0	0	0	4.72	0.0	Neural Network (Specific Model)	11	0.823	16406	186.15121951219515	137649	0.57	205	11	28744		0	0	0.0	0.41011733	0.99989104	Unclassified Bacteria																		Insufficient number of amino acids in MSA (2.3%)
rosella_refined_0_37_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	74894	0	10	10	8426	8426	7489	7489	12931	12931	42.2	1.9	77.18	11	119	56	0	0	0	0	0	3.23	0.0	Neural Network (Specific Model)	11	0.772	8426	164.10084033613447	74894	0.42	119	10	12931		0	0	0.0	0.30534908	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (1.2%)
rosella_refined_0_38_sub	k__Bacteria (UID203)	5449	103	57	9.65	0.0	0.0	593168	0	77	77	9457	9457	7703	7703	23689	23689	47.0	12.43	78.85	11	898	96	7	0	0	0	0	11.28	0.48	Neural Network (Specific Model)	11	0.788	9457	175.67483296213808	593168	0.47	898	77	23689		0	0	0.0	0.27976036	0.99999833	Unclassified Bacteria																		Insufficient number of amino acids in MSA (5.5%)
rosella_refined_0_44_sub	o__Clostridiales (UID1212)	172	263	149	2.31	0.0	0.0	61599	0	10	10	6811	6811	6159	6159	12363	12363	57.7	2.56	85.81	11	89	246	17	0	0	0	0	23.81	0.0	Gradient Boost (General Model)	11	0.858	6811	199.35955056179776	61599	0.58	89	10	12363		0	0	0.0	0.5371738	0.9999351	Unclassified Bacteria																		Insufficient number of amino acids in MSA (5.4%)
rosella_refined_0_46_sub	k__Bacteria (UID203)	5449	103	57	5.26	0.0	0.0	326592	0	32	32	12229	12229	10206	10206	35776	35776	38.3	2.43	81.19	11	445	96	7	0	0	0	0	8.72	0.33	Neural Network (Specific Model)	11	0.812	12229	200.14606741573036	326592	0.38	445	32	35776		0	0	0.0	0.4303777	0.99999386	Unclassified Bacteria																		Insufficient number of amino acids in MSA (5.5%)
rosella_refined_0_52_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	67316	0	8	8	10068	10068	8414	8414	17449	17449	38.0	2.88	69.06	11	95	56	0	0	0	0	0	3.48	0.02	Neural Network (Specific Model)	11	0.69	10068	164.1578947368421	67316	0.38	95	8	17449		0	0	0.0	1.9478804	1.0	Unclassified																		No bacterial or archaeal marker
rosella_refined_0_58_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	52233	0	6	6	9265	9265	8705	8705	12111	12111	45.6	3.4	75.97	11	81	56	0	0	0	0	0	2.46	0.0	Neural Network (Specific Model)	11	0.76	9265	165.34567901234567	52233	0.46	81	6	12111		0	0	0.0	0.40338773	1.0	Unclassified																		No bacterial or archaeal marker
rosella_refined_0_60_sub	root (UID1)	5656	56	24	0.0	0.0	0.0	15676	0	3	3	7855	7855	5225	5225	7855	7855	43.0	3.12	83.36	11	26	56	0	0	0	0	0	5.59	0.0	Gradient Boost (General Model)	11	0.833	7855	169.30769230769232	15676	0.43	26	3	7855		0	0	0.0	0.34278306	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (0.8%)
rosella_refined_0_61_sub	root (UID1)	5656	56	24	8.33	0.0	0.0	98455	0	23	23	4271	4271	4280	4280	9906	9906	36.4	7.59	80.92	11	168	54	2	0	0	0	0	3.4	0.0	Neural Network (Specific Model)	11	0.809	4271	159.3154761904762	98455	0.36	168	23	9906		0	0	0.0	0.34959918	1.0	Unclassified Bacteria																		Insufficient number of amino acids in MSA (1.2%)
rosella_refined_0_6_sub	k__Bacteria (UID203)	5449	104	58	4.31	0.0	0.0	141753	0	26	26	5997	5997	5452	5452	12115	12115	39.8	3.05	83.45	11	230	100	4	0	0	0	0	5.37	0.0	Neural Network (Specific Model)	11	0.834	5997	172.8913043478261	141753	0.4	230	26	12115		0	0	0.0	0.30152532	0.9999859	Unclassified Bacteria																		Insufficient number of amino acids in MSA (3.5%)
rosella_refined_0_9_sub	k__Bacteria (UID203)	5449	103	57	0.48	0.0	0.0	96876	0	15	15	7623	7623	6458	6458	21640	21640	39.6	6.74	86.2	11	138	100	3	0	0	0	0	4.04	0.0	Neural Network (Specific Model)	11	0.862	7623	203.45652173913044	96876	0.4	138	15	21640		0	0	0.0	0.38744256	0.9999897	Unclassified Bacteria																		Insufficient number of amino acids in MSA (0.4%)
rosella_refined_0_unbinned_sub	k__Bacteria (UID2329)	174	149	89	17.8	2.22	0.0	544030	0	73	73	8583	8583	7452	7452	30470	30470	32.4	8.31	78.75	11	871	107	30	11	1	0	0	11.9	1.54	Neural Network (Specific Model)	11	0.787	8583	165.57864523536165	544030	0.32	871	73	30470		0	0	0.0	0.5154672	1.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__;s__											d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		11.52	11.0	0.85219	
